,Number of new latrines to build,Number of latrines to maintain,Number of new wells to drill,Number of wells to repair,Availability HWT,HW stations to build,percentage of infants to vaccinate,Access to tmt,percent adults given MDA,percent youth given Albendazole,Mortality,Morbidity,Timeliness,CapEx,OpEx,seed_number
220,192,3477,0,441,12,896,25,67,37,52,248576.7,150011.8875,-0.33156701922416687,66109440000.0,1404653928448.0,0
221,90,3578,6,89,12,775,1,88,6,52,257400.0,171473.425,-0.24650633335113525,74659184640.0,1038163312640.0,0
222,6940,2438,506,0,3,832,30,34,32,41,230041.25,83207.65,-0.4934449791908264,3829186691072.0,555437719552.0,0
223,63,3522,1,1202,4,66,85,15,9,38,251204.25,178499.65,-0.35649555921554565,18494720000.0,1947461222400.0,0
224,2002,3461,7,934,10,14,27,5,32,73,285476.3,103545.9,-0.5867645740509033,384858914816.0,1543240155136.0,0
225,452,3219,10,23,5,243,30,15,24,51,327909.05,180994.7,-0.1479581743478775,138748805120.0,636367929344.0,0
226,6940,3174,18,113,0,3196,100,72,91,62,131740.9,64135.31875,-0.7098855972290039,1416865251328.0,1180501540864.0,0
227,88,3541,8,31,11,960,21,67,41,42,267615.8,170317.3875,-0.1980798989534378,91299840000.0,992814497792.0,0
228,7955,2682,454,28,3,75,5,81,88,44,207157.55,75537.34375,-0.5496892929077148,3712021954560.0,608754532352.0,0
229,8419,3076,9,16,2,7538,26,3,40,42,261696.525,73232.05625,-0.5861630439758301,1786645970944.0,423196688384.0,0
230,190,3531,6,46,45,816,91,64,5,43,190771.1875,166781.05,-0.3820006549358368,93562880000.0,2540062638080.0,0
231,832,3556,42,79,0,482,10,30,49,24,335815.2,142206.4125,-0.4797508716583252,377457901568.0,450936897536.0,0
232,3878,3540,14,70,0,60,28,78,81,39,216464.825,95214.36875,-0.5890215039253235,748951109632.0,756946763776.0,0
233,49,3570,1,97,4,0,100,60,25,41,195015.5,184503.5375,-0.35948383808135986,13649920000.0,1295707013120.0,0
234,6208,3577,41,1523,92,3264,71,92,33,90,132350.4,65169.54375,-0.6618374586105347,1409679360000.0,5195969331200.0,0
235,8185,3737,1231,94,2,129,2,84,27,35,208679.5625,81095.525,-0.5476902723312378,7732271775744.0,584798044160.0,0
236,1992,3578,6,1231,60,120,91,60,27,70,155245.6,99220.5875,-0.6895571947097778,381864935424.0,4009242918912.0,0
237,995,2661,6,897,7,1019,100,75,27,62,158317.5625,137745.9875,-0.442004919052124,241102716928.0,2123674812416.0,0
238,2828,3523,9,1004,0,7244,92,56,2,34,167974.75,99550.225,-0.698245644569397,802639314944.0,1801665642496.0,0
239,307,3469,8,22,4,253,32,20,24,61,312470.5,168181.9375,-0.22181731462478638,103631994880.0,649230942208.0,0
240,2044,3509,9,7,83,77,68,88,47,90,155273.775,95717.3,-0.6425783634185791,404708425728.0,3705934708736.0,0
241,6297,2686,1602,12,0,161,49,42,43,46,216169.575,81406.25,-0.6228628754615784,9304296914944.0,641409941504.0,0
242,49,3573,7,570,11,124,37,3,0,54,323469.675,174641.8,-0.2854207456111908,48893444096.0,1291996364800.0,0
243,929,3572,9,113,13,833,50,63,2,39,207358.225,132990.5,-0.5680025815963745,238188167168.0,1249611218944.0,0
244,1926,2674,9,136,15,163,35,57,38,50,231097.0,127741.575,-0.5045403838157654,387304325120.0,1254007504896.0,0
245,6927,3098,42,80,5,4029,24,15,88,49,249656.2,71304.0125,-0.5875481367111206,1567870156800.0,634243121152.0,0
246,6360,3129,18,1998,3,3198,90,7,91,70,177249.3,63370.8875,-0.69277024269104,1315971923968.0,2622142545920.0,0
247,7372,3322,1001,24,1,770,9,4,7,25,293292.175,86792.75625,-0.5587645769119263,6436527013888.0,262615367680.0,0
248,7549,3432,139,1645,17,4126,95,91,43,93,108891.8875,59261.175,-0.700782835483551,2176326172672.0,3025264443392.0,0
249,7137,3522,522,125,0,7228,34,4,19,60,267036.675,73032.39375,-0.606078565120697,4178726879232.0,523483742208.0,0
250,48,3572,6,574,11,3967,61,63,1,54,211586.35,145406.4125,-0.41686710715293884,183791992832.0,1670439763968.0,0
251,4044,3582,488,4,1,1868,4,31,45,49,279728.475,89864.725,-0.5506393313407898,3270684180480.0,368055255040.0,0
252,7936,3301,1929,49,4,4386,93,20,56,37,162508.725,68794.75625,-0.6979519128799438,11417978667008.0,958306975744.0,0
253,37,3461,9,118,25,251,14,79,57,59,264430.4,174627.875,-0.1760154366493225,61677436928.0,1579547230208.0,0
254,8149,3530,7,45,3,1023,4,5,27,53,284795.575,77656.1875,-0.5461540818214417,1491736723456.0,365012713472.0,0
255,61,3571,1,825,19,251,2,38,1,54,321104.975,173443.65,-0.23563511669635773,24895361024.0,1701389008896.0,0
256,63,3581,9,104,34,3313,91,73,39,41,168648.8375,140816.5,-0.47390562295913696,177905287168.0,2239805521920.0,0
257,3272,3465,41,56,4,3187,68,93,53,42,142294.6875,89559.625,-0.6547426581382751,895771607040.0,1081494536192.0,0
258,4914,3099,981,93,1,4093,21,3,19,18,287088.35,93717.43125,-0.58269864320755,6027461263360.0,389916327936.0,0
259,1843,3161,9,985,47,4018,74,100,43,85,134219.2625,88012.2875,-0.6677567958831787,513486028800.0,3419850932224.0,0
260,828,3578,14,30,1,1793,14,28,5,25,312529.65,138540.1375,-0.4679109454154968,281226903552.0,416032718848.0,0
261,999,3482,6,1151,4,902,90,16,27,70,201414.4,105991.325,-0.6385976076126099,237530906624.0,1962408280064.0,0
262,31,3578,6,1126,63,3838,84,86,88,38,163248.025,134922.375,-0.4612525403499603,176126722048.0,4089212305408.0,0
263,4299,2501,46,1056,46,241,91,48,72,90,156615.35,75569.33125,-0.627204418182373,992681525248.0,3360826589184.0,0
264,6393,3466,37,1065,79,113,84,91,43,91,122135.1625,66319.78125,-0.6785878539085388,1306455703552.0,4466049810432.0,0
265,32,3466,6,79,5,3148,1,57,38,40,290281.4,156366.8,-0.26899316906929016,151129604096.0,654360772608.0,0
266,63,3572,6,1,2,3840,62,32,2,62,258324.7,144140.125,-0.3460606038570404,181770256384.0,784961765376.0,0
267,36,3477,9,23,4,772,22,76,57,36,265962.0,182955.0375,-0.10451699048280716,80509435904.0,804573741056.0,0
268,62,3525,6,1089,4,120,1,60,25,41,297576.05,180256.9125,-0.20747099816799164,45890560000.0,1515831689216.0,0
269,708,3582,15,151,34,752,36,18,43,49,274375.2,127108.725,-0.500380277633667,227481616384.0,1744692314112.0,0
270,169,3541,8,78,12,1023,3,27,38,58,325958.575,154241.375,-0.2763420045375824,107698577408.0,802522071040.0,0
271,7855,3698,1482,19,7,4109,62,55,24,93,169143.7,62352.84375,-0.6476523280143738,9105135632384.0,1002941775872.0,0
272,6960,2570,502,38,3,3842,10,63,6,34,220795.55,82735.81875,-0.533635675907135,3921993531392.0,534183804928.0,0
273,7987,2564,38,30,1,3846,1,24,29,25,281466.05,82596.575,-0.5074633359909058,1725239263232.0,296158691328.0,0
274,7613,2648,135,91,45,5102,95,67,81,93,125727.8,56493.15,-0.7003306746482849,2202591821824.0,2527117967360.0,0
275,1138,3573,9,978,12,3211,45,40,1,37,228282.525,117956.3625,-0.6062307357788086,361320316928.0,1824153403392.0,0
276,819,3578,14,544,8,1665,13,3,6,22,314292.25,133355.275,-0.4925209581851959,274990727168.0,968078393344.0,0
277,1523,3491,38,80,7,7997,87,63,24,93,153699.225,86741.88125,-0.6891653537750244,751414345728.0,1294675607552.0,0
278,8135,3833,206,1,2,3967,62,80,3,62,152032.9,70104.0375,-0.6423491835594177,2615576887296.0,851721584640.0,0
279,7726,3385,545,59,2,6085,30,23,45,55,236894.275,70888.50625,-0.598096489906311,4357323227136.0,564133691392.0,0
280,3543,3157,1268,37,3,7422,98,6,44,43,180963.375,86689.98125,-0.7071181535720825,7379679182848.0,928514179072.0,0
281,1599,3466,5,983,56,1008,5,98,63,85,201965.1125,93559.5875,-0.5543821454048157,340725727232.0,3325251551232.0,0
282,7681,3941,1231,38,1,4273,25,91,3,44,181015.575,77152.75,-0.5884668231010437,7795706953728.0,662890020864.0,0
283,4044,2594,793,42,1,7832,2,96,18,48,207079.575,96118.3125,-0.5188811421394348,5049850789888.0,611420209152.0,0
284,8191,3578,120,51,4,287,91,52,25,1,146026.1,82970.76875,-0.6874850392341614,2050759065600.0,978203377664.0,0
285,55,3493,9,1634,33,64,68,76,22,86,204133.225,153763.2875,-0.3088207542896271,57989115904.0,3482969964544.0,0
286,200,3521,1,14,12,3970,23,11,36,70,311980.025,131753.95,-0.3184027075767517,184761581568.0,815944826880.0,0
287,877,3579,57,30,3,3082,61,24,26,38,228827.175,117157.825,-0.5809269547462463,556939411456.0,765439115264.0,0
288,7,3477,9,118,7,1019,2,52,24,36,304692.1,177071.0375,-0.20827114582061768,84471676928.0,735840305152.0,0
289,6365,3077,4,950,1,48,29,4,62,87,269638.225,70899.51875,-0.5909075140953064,1130250240000.0,1295007350784.0,0
290,203,3532,6,1,13,2173,20,3,41,18,332935.725,159775.025,-0.2752682566642761,145329274880.0,724258586624.0,0
291,527,3581,14,65,63,127,91,72,88,38,166089.65,136503.25,-0.527837872505188,168053129216.0,3194849329152.0,0
292,217,3554,9,113,19,892,17,5,57,52,331089.75,148290.7875,-0.3362298607826233,116395532288.0,1061556715520.0,0
293,3891,3341,1145,18,1,164,26,97,50,34,185073.625,99057.1875,-0.585279643535614,6545727291392.0,737520648192.0,0
294,7553,2662,1160,39,2,4942,89,91,19,34,118205.9375,74237.9125,-0.6905630826950073,7434310516736.0,1042737135616.0,0
295,5123,3333,501,74,3,3640,3,38,79,57,255328.85,76819.73125,-0.5547484755516052,3589718933504.0,523832852480.0,0
296,6393,2666,565,41,66,7182,100,64,3,88,125036.825,66126.63125,-0.7080680727958679,4267693309952.0,3151403155456.0,0
297,200,3554,9,80,35,55,91,60,27,91,193031.425,145678.225,-0.40201234817504883,82902392832.0,2300108603392.0,0
298,7988,3339,9,16,6,769,9,28,26,26,258039.8,84315.9875,-0.550696074962616,1464684118016.0,500309032960.0,0
299,44,3581,1,113,3,242,1,10,1,57,366465.15,183552.875,-0.19903156161308289,21607677952.0,434672893952.0,0
300,16,3581,0,77,4,255,25,53,1,57,288511.25,187109.9125,-0.189507856965065,12087680000.0,779133124608.0,0
301,55,3482,9,1970,57,255,39,76,25,91,232581.65,149722.975,-0.2660093903541565,64956796928.0,4383602376704.0,0
302,183,3522,26,54,15,413,9,100,60,89,234290.7,145040.7,-0.22477084398269653,180042858496.0,1280705298432.0,0
303,1736,3466,10,1062,83,48,68,68,48,85,173368.875,95534.4875,-0.6527723073959351,355154001920.0,4535618109440.0,0
304,7230,3578,1999,94,2,129,13,68,25,34,215462.0,83269.3875,-0.5652086138725281,11498184245248.0,599592599552.0,0
305,320,3660,53,17,1,819,94,72,6,92,181977.75,128403.0875,-0.4698200225830078,356942741504.0,1207792828416.0,0
306,7988,3525,14,1056,46,3214,91,48,41,91,143307.025,59652.7375,-0.6933879852294922,1579477893120.0,3297499938816.0,0
307,2108,3568,492,28,3,6332,29,38,53,94,237587.05,82147.23125,-0.5954139828681946,3116992299008.0,692807139328.0,0
308,4092,3578,14,68,3,251,2,41,14,54,263714.05,97612.2125,-0.5439693927764893,793171722240.0,496202055680.0,0
309,48,3514,6,483,44,66,68,76,22,86,204615.15,154851.9125,-0.31222203373908997,41483517952.0,2853781372928.0,0
310,6541,3489,376,102,45,7534,95,67,100,90,126510.575,56813.56875,-0.702590823173523,3338617749504.0,2546894635008.0,0
311,7474,2809,1142,24,1,3389,86,59,15,38,150207.65,74955.26875,-0.6854734420776367,7271743488000.0,902509625344.0,0
312,192,3074,1,49,3,4365,97,10,0,38,238839.35,164859.0125,-0.32702329754829407,197778538496.0,958562828288.0,0
313,2355,2562,55,44,14,87,29,94,13,35,196073.0125,137244.975,-0.49632659554481506,694732193792.0,1217887993856.0,0
314,1848,3161,22,1238,48,434,84,84,43,37,144564.6375,113775.4625,-0.6791799664497375,450172125184.0,3646763040768.0,0
315,8126,3525,120,116,12,7711,92,76,89,1,124668.575,72531.0,-0.6976948380470276,2310271401984.0,1387518230528.0,0
316,47,3513,6,64,10,896,6,61,25,41,292939.55,178570.9,-0.17943190038204193,71587840000.0,861778608128.0,0
317,819,3540,54,48,2,6530,10,0,49,18,329251.0,127366.425,-0.4829625189304352,657265852416.0,329072312320.0,0
318,6856,2681,1221,984,13,3270,100,100,31,88,99689.6,63014.5625,-0.7083122730255127,7564301434880.0,2371713236992.0,0
319,48,3341,1,16,4,1011,10,54,38,42,312179.075,189191.95,-0.009246041998267174,50357121024.0,626203820032.0,0
320,56,3573,6,46,4,242,24,60,6,38,284938.175,197491.8875,-0.15249906480312347,49296633856.0,754554961920.0,0
321,44,3513,1,1120,12,128,26,82,36,57,242373.35,168585.6625,-0.24217641353607178,17448960000.0,2082812592128.0,0
322,55,3482,9,76,53,253,39,76,25,91,243145.25,163796.5375,-0.1929732710123062,64883838976.0,2634298949632.0,0
323,6405,3457,324,89,93,7185,96,64,59,90,128157.875,60423.15,-0.7038142681121826,3035971190784.0,4051937001472.0,0
324,43,3521,1,110,3,269,7,10,24,57,359973.35,180966.5,-0.18494419753551483,22418558976.0,483155836928.0,0
325,48,3461,6,1997,56,255,39,76,25,91,233838.8,151372.125,-0.25234100222587585,48378241024.0,4374772842496.0,0
326,7993,2572,37,1065,64,822,100,56,27,90,129892.0875,63191.71875,-0.6854095458984375,1610847617024.0,3953339924480.0,0
327,840,3579,10,80,64,804,1,35,50,89,291982.9,108506.05,-0.46354150772094727,226757132288.0,2564321181696.0,0
328,4047,3565,1,33,2,225,25,52,41,62,231458.6,92041.2625,-0.5767949819564819,717829636096.0,639966380032.0,0
329,6994,3553,502,33,2,240,3,10,31,61,286726.7,78569.3125,-0.5482003688812256,3796510441472.0,346698219520.0,0
330,5939,3161,1001,14,0,3645,43,35,20,34,228980.35,82562.9375,-0.6181396842002869,6291950927872.0,553785425920.0,0
331,8643,3938,1232,89,1,3769,26,84,50,48,185570.4875,71024.75,-0.5900731682777405,7949905821696.0,716516687872.0,0
332,7936,3206,9,62,16,4385,68,68,55,89,152961.25,61065.66875,-0.6545739769935608,1587543932928.0,1409075380224.0,0
333,7998,3397,58,105,44,4576,93,51,100,94,138353.025,54258.40625,-0.698052704334259,1856184254464.0,2458729316352.0,0
334,8143,3464,1778,31,2,121,2,24,13,38,271165.0,81843.84375,-0.5475385189056396,10525308092416.0,340812398592.0,0
335,203,3580,6,46,13,1916,7,1,42,29,346390.9,152761.85,-0.3052983582019806,135953924096.0,687598010368.0,0
336,265,3466,5,1057,8,1011,74,52,48,42,207198.5375,142263.375,-0.43788859248161316,108612485120.0,2034815467520.0,0
337,7107,3589,1590,83,2,898,13,69,3,34,214336.075,84363.01875,-0.5659198760986328,9410745204736.0,580857561088.0,0
338,58,3554,13,1062,13,769,38,10,25,81,300446.65,141384.025,-0.3317102789878845,104709742592.0,1857539407872.0,0
339,6371,3482,1077,38,0,7218,98,89,92,83,116368.2875,59938.25,-0.7084345817565918,6886616727552.0,1168579362816.0,0
340,0,3449,9,62,55,289,91,67,54,91,201742.3,158807.05,-0.22577469050884247,56622718976.0,2980518297600.0,0
341,336,3570,53,16,32,3979,94,55,24,90,172450.3375,110183.575,-0.49908390641212463,475004829696.0,2091368710144.0,0
342,1787,3469,58,985,82,145,88,68,55,90,151358.875,90035.0625,-0.6851404905319214,613330518016.0,4555709874176.0,0
343,51,3554,25,101,6,325,55,87,90,47,205541.7,160589.275,-0.320394366979599,148734083072.0,1220654530560.0,0
344,200,3533,6,242,13,130,11,0,22,18,360039.45,186765.75,-0.285465270280838,70278397952.0,859464531968.0,0
345,776,3738,57,1,56,3854,94,76,3,91,140073.525,96513.2375,-0.6476778984069824,567520067584.0,2913195524096.0,0
346,6856,3463,1846,40,2,7874,26,0,17,44,265719.575,77516.54375,-0.59201979637146,10932256243712.0,426707976192.0,0
347,39,3569,6,32,4,131,25,61,6,54,286521.4,194913.7875,-0.10168975591659546,42288001024.0,777475063808.0,0
348,52,3546,1,1734,43,60,74,48,54,36,227658.15,169263.4,-0.3510149121284485,16360960000.0,3774851842048.0,0
349,968,3522,6,1,51,131,7,72,36,62,247282.425,130623.65,-0.45392492413520813,204008325120.0,2239398412288.0,0
350,7166,3477,565,86,24,4559,100,88,0,70,107389.7375,67594.48125,-0.708757221698761,4306570051584.0,1876643282944.0,0
351,4544,3254,1029,1994,13,4922,98,100,63,37,105906.525,79557.3125,-0.7065070271492004,6239054462976.0,3211559174144.0,0
352,1057,3341,6,3,2,7219,26,1,14,36,308561.675,123497.9,-0.4959537088871002,478071685120.0,398997782528.0,0
353,27,3578,13,1145,7,895,89,9,89,94,232399.5,116800.2375,-0.43424132466316223,103909777408.0,2094621786112.0,0
354,828,3578,6,54,17,1794,9,78,37,38,230690.8,124690.425,-0.47364890575408936,240303308800.0,1145240158208.0,0
355,288,3640,61,17,6,768,84,73,55,61,175726.3,134357.775,-0.44590404629707336,390471680000.0,1253789138944.0,0
356,48,3514,6,78,10,1009,7,60,25,38,289681.4,175586.325,-0.21556608378887177,75884167168.0,869467553792.0,0
357,8643,3709,17,87,5,3607,4,87,54,0,201618.775,81511.15625,-0.5538159608840942,1723196899328.0,653254852608.0,0
358,55,3597,1,17,3,253,20,11,38,39,351482.05,191007.0125,-0.10967310518026352,23923836928.0,476040331264.0,0
359,6391,3733,5,1086,36,54,37,68,21,85,188382.125,72707.4,-0.6033576726913452,1140115243008.0,2755025174528.0,0
360,5,3522,10,1110,2,895,94,1,21,49,249978.225,155430.5,-0.4061943590641022,84719992832.0,1815906353152.0,0
361,7852,3597,1478,16,3,4338,1,10,7,61,280562.8,74101.3125,-0.5505216717720032,9092486660096.0,336537518080.0,0
362,6365,3509,53,73,31,128,100,97,55,70,103697.28125,70202.8125,-0.7026587724685669,1384048361472.0,2160187932672.0,0
363,6967,3193,1082,984,14,7218,100,88,99,92,106367.3875,55585.6,-0.710564136505127,7015969062912.0,2407100317696.0,0
364,6967,2686,1849,62,3,3273,67,26,17,43,190784.6375,75730.45,-0.6553070545196533,10799093383168.0,793490096128.0,0
365,7984,3531,1745,14,2,3904,5,15,30,52,273798.75,74033.66875,-0.5567976832389832,10466671722496.0,342641573888.0,0
366,999,3570,1,45,63,76,91,1,64,61,223685.6,116177.25,-0.6437172889709473,181798387712.0,2903334191104.0,0
367,3760,3533,262,61,2,253,55,8,22,90,239242.925,83240.175,-0.6314588785171509,2005210234880.0,719199928320.0,0
368,85,3581,1,115,63,3956,62,79,0,40,193441.775,149666.6,-0.42846164107322693,164231692288.0,3039503056896.0,0
369,6348,3586,1590,19,2,579,20,1,60,45,275622.95,79261.6375,-0.5772566199302673,9266980192256.0,401922981888.0,0
370,63,3205,9,33,4,814,68,65,9,85,239494.6,178444.525,-0.06333960592746735,86741753856.0,1099335598080.0,0
371,7936,3354,126,14,4,4365,77,42,56,42,164769.575,69216.6625,-0.6673876047134399,2185853927424.0,902435438592.0,0
372,1015,3458,6,57,20,2044,27,70,59,62,217056.425,106829.2625,-0.5228998064994812,281976307712.0,1358037516288.0,0
373,1806,3469,10,1073,2,841,53,12,25,42,251102.4,111802.6875,-0.6300190687179565,396268142592.0,1543975993344.0,0
374,203,3078,6,17,3,7426,0,27,24,6,343402.975,181416.35,-0.15997740626335144,336958750720.0,353422606336.0,0
375,304,3570,5,990,8,771,72,8,41,42,250625.0,139890.65,-0.464184045791626,106646396928.0,1792282591232.0,0
376,3407,3533,1798,29,3,7993,52,12,57,91,229205.7,73849.50625,-0.6338641047477722,10090435313664.0,732681076736.0,0
377,8035,3461,1013,33,3,7389,1,89,85,83,199206.375,63349.9875,-0.5527022480964661,6854843826176.0,657544380416.0,0
378,6909,3173,1227,982,62,5070,98,100,51,84,101157.50625,61479.86875,-0.7063329815864563,7669914009600.0,3927621763072.0,0
379,6261,3462,327,67,9,7278,99,64,56,22,127725.675,75481.09375,-0.708480179309845,3029656141824.0,1278555062272.0,0
380,208,3084,9,24,0,140,4,3,40,85,474376.3,198523.8375,0.11955948173999786,87395844096.0,310388293632.0,0
381,4687,2674,822,24,0,253,25,1,56,28,302053.4,96979.225,-0.5780614018440247,5033782935552.0,353688322048.0,0
382,818,3194,9,233,1,241,71,26,6,91,254610.85,128633.6375,-0.4684724807739258,197269127168.0,1039687614464.0,0
383,740,3577,0,1950,63,255,84,87,84,62,146329.475,109218.4375,-0.592628002166748,138121609216.0,4828957769728.0,0
384,1216,3589,1014,22,1,3826,9,11,24,26,319938.575,121448.7375,-0.5555243492126465,5542934740992.0,309294399488.0,0
385,6134,3462,327,39,18,3249,99,96,63,21,105456.775,76153.09375,-0.7054631114006042,2860570378240.0,1637124276224.0,0
386,1843,3161,9,985,47,4018,75,100,43,85,133273.625,87941.78125,-0.6693578362464905,513486028800.0,3425617575936.0,0
387,6836,2681,1221,956,9,7193,100,68,24,40,122922.95,73375.43125,-0.7101528644561768,7703930339328.0,2068160577536.0,0
388,971,3525,6,57,50,131,8,72,37,57,244715.225,130708.625,-0.47676190733909607,204530581504.0,2253055852544.0,0
389,292,3580,7,46,1,131,4,57,43,1,324724.75,197900.475,-0.25040972232818604,91450245120.0,514576252928.0,0
390,539,3577,0,1150,63,131,91,86,91,62,145186.225,115473.8625,-0.5524690747261047,98608005120.0,4190240505856.0,0
391,764,3077,6,46,2,7548,25,73,91,1,239253.65,143420.2625,-0.38989436626434326,439068262400.0,715396415488.0,0
392,1843,3546,1993,48,2,636,11,1,60,18,316024.425,118435.4375,-0.5630197525024414,10548192215040.0,343962943488.0,0
